2025-08-19 15:42:23,151 | INFO | TestAddItemToCart | test_add_item_to_cart | 16 | ********** Test Session Started. **********
2025-08-27 17:49:10,667 | INFO | TestAddItemToCart | test_add_item_to_cart | 30 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="713579c2611967015b1c5363cf9d9916")>
2025-08-27 17:49:11,515 | INFO | TestAddItemToCart | test_add_item_to_cart | 32 | Clicked on Login Button Link and navigate to Login Page.
2025-08-27 17:49:12,047 | INFO | TestAddItemToCart | test_add_item_to_cart | 34 | Entered Name in Name Text Box. --> david_shearing@yahoomail.com
2025-08-27 17:49:12,591 | INFO | TestAddItemToCart | test_add_item_to_cart | 36 | Entered Password in Password Text Box. --> $lA6(3Bg1#vI!uzFE
2025-08-27 17:49:13,770 | INFO | TestAddItemToCart | test_add_item_to_cart | 38 | Clicked on Login Button.
2025-08-27 17:49:15,025 | INFO | TestAddItemToCart | test_add_item_to_cart | 42 | Item Selected.
2025-08-27 17:49:15,977 | INFO | TestAddItemToCart | test_add_item_to_cart | 44 | Item Added To Cart.
2025-08-27 17:49:16,078 | INFO | TestAddItemToCart | test_add_item_to_cart | 47 | Entered info If block.
2025-08-27 17:49:16,078 | INFO | TestAddItemToCart | test_add_item_to_cart | 48 | Item Added Successfully.
2025-08-27 17:49:16,815 | INFO | TestAddItemToCart | test_add_item_to_cart | 50 | Captured Screenshot.
2025-08-27 17:49:17,707 | INFO | TestAddItemToCart | test_add_item_to_cart | 53 | Clicked on Continue Shopping Button.
2025-08-27 17:49:17,898 | INFO | TestAddItemToCart | test_add_item_to_cart | 55 | Clicked on Logout Dropdown Button.
2025-08-27 17:49:18,399 | INFO | TestAddItemToCart | test_add_item_to_cart | 57 | Clicked on Logout Button.
2025-08-27 17:49:18,400 | INFO | TestAddItemToCart | test_add_item_to_cart | 58 | Test "Add Item To Cart" Passed.
2025-08-27 17:49:18,402 | INFO | TestAddItemToCart | test_add_item_to_cart | 69 | ========== Test Session Finished. ==========
2025-08-27 17:49:28,886 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 26 | ********** Test Session Started. **********
2025-08-27 17:49:28,887 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 29 | Driver Setup Successful.
2025-08-27 17:49:28,888 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 30 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="b15fdce6c7169fa642ffc0a99c137a3e")>
2025-08-27 17:49:30,199 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 32 | Clicked on Login Button Link and navigate to Login Page.
2025-08-27 17:49:30,489 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 34 | Entered Name in Name Text Box. --> david_shearing@yahoomail.com
2025-08-27 17:49:30,800 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 36 | Entered Password in Password Text Box. --> $lA6(3Bg1#vI!uzFE
2025-08-27 17:49:33,068 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 38 | Clicked on Login Button.
2025-08-27 17:49:34,083 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 42 | Item Selected.
2025-08-27 17:49:36,123 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 46 | Item was Added to Wishlist.
2025-08-27 17:49:36,194 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 49 | Entered info If block.
2025-08-27 17:49:36,208 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 50 | Item Added Wishlist Successfully.
2025-08-27 17:49:36,352 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 52 | Captured Screenshot.
2025-08-27 17:49:36,781 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 55 | Clicked on Logout Dropdown Button.
2025-08-27 17:49:36,925 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 57 | Clicked on Logout Button.
2025-08-27 17:49:36,925 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 58 | Test "Add Item To Wishlist" Passed.
2025-08-27 17:49:36,926 | INFO | TestAddItemToWishlist | test_add_item_to_wishlist | 69 | ========== Test Session Finished. ==========
2025-08-27 17:49:45,147 | INFO | TestEmptyCart | test_empty_cart | 26 | ********** Test Session Started. **********
2025-08-27 17:49:45,148 | INFO | TestEmptyCart | test_empty_cart | 29 | Driver Setup Successful.
2025-08-27 17:49:45,148 | INFO | TestEmptyCart | test_empty_cart | 30 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="7264697d7c9202bc0fab8848441e9394")>
2025-08-27 17:49:45,675 | INFO | TestEmptyCart | test_empty_cart | 32 | Clicked on Login Button Link and navigate to Login Page.
2025-08-27 17:49:46,240 | INFO | TestEmptyCart | test_empty_cart | 34 | Entered Name in Name Text Box. --> david_shearing@yahoomail.com
2025-08-27 17:49:46,415 | INFO | TestEmptyCart | test_empty_cart | 36 | Entered Password in Password Text Box. --> $lA6(3Bg1#vI!uzFE
2025-08-27 17:49:47,174 | INFO | TestEmptyCart | test_empty_cart | 38 | Clicked on Login Button.
2025-08-27 17:49:47,559 | INFO | TestEmptyCart | test_empty_cart | 42 | Item Selected.
2025-08-27 17:49:48,375 | INFO | TestEmptyCart | test_empty_cart | 44 | Item Added To Cart.
2025-08-27 17:49:48,506 | INFO | TestEmptyCart | test_empty_cart | 48 | Clicked on Empty Cart Button.
2025-08-27 17:49:48,845 | INFO | TestEmptyCart | test_empty_cart | 51 | Entered info If block.
2025-08-27 17:49:48,845 | INFO | TestEmptyCart | test_empty_cart | 52 | Item Removed From Cart Successfully.
2025-08-27 17:49:48,984 | INFO | TestEmptyCart | test_empty_cart | 54 | Captured Screenshot.
2025-08-27 17:49:49,328 | INFO | TestEmptyCart | test_empty_cart | 57 | Clicked on Logout Dropdown Button.
2025-08-27 17:49:49,794 | INFO | TestEmptyCart | test_empty_cart | 59 | Clicked on Logout Button.
2025-08-27 17:49:49,794 | INFO | TestEmptyCart | test_empty_cart | 60 | Test "Test Empty Cart" Passed.
2025-08-27 17:49:49,795 | INFO | TestEmptyCart | test_empty_cart | 71 | ========== Test Session Finished. ==========
2025-08-27 17:49:57,344 | INFO | TestEmptyWishlist | test_empty_wishlist | 27 | ********** Test Session Started. **********
2025-08-27 17:49:57,345 | INFO | TestEmptyWishlist | test_empty_wishlist | 30 | Driver Setup Successful.
2025-08-27 17:49:57,346 | INFO | TestEmptyWishlist | test_empty_wishlist | 31 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="e01f810f65a5bc9db7b9670e451318ed")>
2025-08-27 17:49:57,957 | INFO | TestEmptyWishlist | test_empty_wishlist | 33 | Clicked on Login Button Link and navigate to Login Page.
2025-08-27 17:49:58,208 | INFO | TestEmptyWishlist | test_empty_wishlist | 35 | Entered Name in Name Text Box. --> david_shearing@yahoomail.com
2025-08-27 17:49:58,815 | INFO | TestEmptyWishlist | test_empty_wishlist | 37 | Entered Password in Password Text Box. --> $lA6(3Bg1#vI!uzFE
2025-08-27 17:49:59,594 | INFO | TestEmptyWishlist | test_empty_wishlist | 39 | Clicked on Login Button.
2025-08-27 17:50:00,106 | INFO | TestEmptyWishlist | test_empty_wishlist | 43 | Item Selected.
2025-08-27 17:50:00,503 | INFO | TestEmptyWishlist | test_empty_wishlist | 47 | Item was Added to Wishlist.
2025-08-27 17:50:00,948 | INFO | TestEmptyWishlist | test_empty_wishlist | 49 | Clicked on Wishlist Button.
2025-08-27 17:50:01,322 | INFO | TestEmptyWishlist | test_empty_wishlist | 53 | Clicked on Empty Wishlist Button.
2025-08-27 17:50:01,419 | INFO | TestEmptyWishlist | test_empty_wishlist | 56 | Entered info If block.
2025-08-27 17:50:01,419 | INFO | TestEmptyWishlist | test_empty_wishlist | 57 | Item Removed From Wishlist Successfully.
2025-08-27 17:50:01,601 | INFO | TestEmptyWishlist | test_empty_wishlist | 59 | Captured Screenshot.
2025-08-27 17:50:01,932 | INFO | TestEmptyWishlist | test_empty_wishlist | 62 | Clicked on Logout Dropdown Button.
2025-08-27 17:50:02,451 | INFO | TestEmptyWishlist | test_empty_wishlist | 64 | Clicked on Logout Button.
2025-08-27 17:50:02,451 | INFO | TestEmptyWishlist | test_empty_wishlist | 65 | Test "Test Empty Wishlist" Passed.
2025-08-27 17:50:02,451 | INFO | TestEmptyWishlist | test_empty_wishlist | 76 | ========== Test Session Finished. ==========
2025-08-27 17:50:10,678 | INFO | TestEndToEnd | test_end_to_end | 33 | ********** Test Session Started. **********
2025-08-27 17:50:10,678 | INFO | TestEndToEnd | test_end_to_end | 36 | Driver Setup Successful.
2025-08-27 17:50:10,678 | INFO | TestEndToEnd | test_end_to_end | 37 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="b8aa7a471adc09932218fd4a6fbb2684")>
2025-08-27 17:50:11,234 | INFO | TestEndToEnd | test_end_to_end | 39 | Clicked on Login Button Link and navigate to Login Page.
2025-08-27 17:50:11,513 | INFO | TestEndToEnd | test_end_to_end | 41 | Entered Name in Name Text Box. --> david_shearing@yahoomail.com
2025-08-27 17:50:12,171 | INFO | TestEndToEnd | test_end_to_end | 43 | Entered Password in Password Text Box. --> $lA6(3Bg1#vI!uzFE
2025-08-27 17:50:12,999 | INFO | TestEndToEnd | test_end_to_end | 45 | Clicked on Login Button.
2025-08-27 17:50:13,001 | INFO | TestEndToEnd | test_end_to_end | 52 | Interation No: 1
2025-08-27 17:50:13,497 | INFO | TestEndToEnd | test_end_to_end | 54 | Item Selected.
2025-08-27 17:50:13,674 | INFO | TestEndToEnd | test_end_to_end | 56 | Item Added To Cart.
2025-08-27 17:50:14,318 | INFO | TestEndToEnd | test_end_to_end | 58 | Clicked on Continue Shopping Button.
2025-08-27 17:50:14,318 | INFO | TestEndToEnd | test_end_to_end | 52 | Interation No: 2
2025-08-27 17:50:14,702 | INFO | TestEndToEnd | test_end_to_end | 54 | Item Selected.
2025-08-27 17:50:15,052 | INFO | TestEndToEnd | test_end_to_end | 56 | Item Added To Cart.
2025-08-27 17:50:15,470 | INFO | TestEndToEnd | test_end_to_end | 58 | Clicked on Continue Shopping Button.
2025-08-27 17:50:15,470 | INFO | TestEndToEnd | test_end_to_end | 52 | Interation No: 3
2025-08-27 17:50:15,868 | INFO | TestEndToEnd | test_end_to_end | 54 | Item Selected.
2025-08-27 17:50:16,215 | INFO | TestEndToEnd | test_end_to_end | 56 | Item Added To Cart.
2025-08-27 17:50:16,628 | INFO | TestEndToEnd | test_end_to_end | 58 | Clicked on Continue Shopping Button.
2025-08-27 17:50:16,952 | INFO | TestEndToEnd | test_end_to_end | 61 | Clicked on Cart Button.
2025-08-27 17:50:17,134 | INFO | TestEndToEnd | test_end_to_end | 65 | Entered info First If block.
2025-08-27 17:50:17,275 | INFO | TestEndToEnd | test_end_to_end | 66 | Both Expected Subtotal: 1249.98 and Actual Subtotal: 1249.98 are Equal.
2025-08-27 17:50:17,500 | INFO | TestEndToEnd | test_end_to_end | 70 | Entered info Second If block.
2025-08-27 17:50:17,775 | INFO | TestEndToEnd | test_end_to_end | 71 | Both Expected Grand Total: 1412.48 and Actual Grand Total: 1412.48 are Equal.
2025-08-27 17:50:18,272 | INFO | TestEndToEnd | test_end_to_end | 74 | Clicked on Proceed to Checkout Button.
2025-08-27 17:50:18,431 | INFO | TestEndToEnd | test_end_to_end | 76 | Entered First Name. --> David
2025-08-27 17:50:18,582 | INFO | TestEndToEnd | test_end_to_end | 78 | Entered Last Name. --> Shearing
2025-08-27 17:50:18,723 | INFO | TestEndToEnd | test_end_to_end | 80 | Entered Phone Number. --> 1113905214
2025-08-27 17:50:18,943 | INFO | TestEndToEnd | test_end_to_end | 82 | Entered Address. --> Beside PWD office, Shivaji Nagar
2025-08-27 17:50:19,059 | INFO | TestEndToEnd | test_end_to_end | 84 | Entered Zip Code. --> 431104
2025-08-27 17:50:19,292 | INFO | TestEndToEnd | test_end_to_end | 86 | Entered City Name.
2025-08-27 17:50:19,454 | INFO | TestEndToEnd | test_end_to_end | 88 | Entered Owner Details. --> David Shearing
2025-08-27 17:50:19,978 | INFO | TestEndToEnd | test_end_to_end | 91 | Entered Card Number. --> ['5281', '0370', '4891', '6168']
2025-08-27 17:50:20,178 | INFO | TestEndToEnd | test_end_to_end | 93 | Entered Expiry Year.
2025-08-27 17:50:20,368 | INFO | TestEndToEnd | test_end_to_end | 95 | Entered Expiry Month.
2025-08-27 17:50:20,813 | INFO | TestEndToEnd | test_end_to_end | 97 | Clicked on Continue to Checkout Button.
2025-08-27 17:50:20,954 | INFO | TestEndToEnd | test_end_to_end | 100 | Entered info Third If block.
2025-08-27 17:50:20,984 | INFO | TestEndToEnd | test_end_to_end | 101 | Order Placed Successfully, Order Number is: "6832487".
2025-08-27 17:50:21,223 | INFO | TestEndToEnd | test_end_to_end | 103 | Captured Screenshot.
2025-08-27 17:50:21,674 | INFO | TestEndToEnd | test_end_to_end | 106 | Clicked on Logout Dropdown Button.
2025-08-27 17:50:21,896 | INFO | TestEndToEnd | test_end_to_end | 108 | Clicked on Logout Button.
2025-08-27 17:50:21,896 | INFO | TestEndToEnd | test_end_to_end | 109 | Test "End To End" Passed.
2025-08-27 17:50:21,896 | INFO | TestEndToEnd | test_end_to_end | 120 | ========== Test Session Finished. ==========
2025-08-27 17:50:31,428 | INFO | TestLogin | test_login | 25 | ********** Test Session Started. **********
2025-08-27 17:50:31,430 | INFO | TestLogin | test_login | 27 | Driver Setup Successful.
2025-08-27 17:50:31,430 | INFO | TestLogin | test_login | 28 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="717efa710eea1e687f0967006151593d")>
2025-08-27 17:50:32,261 | INFO | TestLogin | test_login | 31 | Clicked on Login Button Link and navigate to Login Page.
2025-08-27 17:50:32,843 | INFO | TestLogin | test_login | 33 | Entered Name in Name Text Box. --> david_shearing@yahoomail.com
2025-08-27 17:50:33,017 | INFO | TestLogin | test_login | 35 | Entered Password in Name Text Box. --> $lA6(3Bg1#vI!uzFE
2025-08-27 17:50:33,796 | INFO | TestLogin | test_login | 37 | Clicked on Login Button.
2025-08-27 17:50:33,857 | INFO | TestLogin | test_login | 40 | Entered info If block.
2025-08-27 17:50:33,857 | INFO | TestLogin | test_login | 41 | User Login Successful.
2025-08-27 17:50:33,857 | INFO | TestLogin | test_login | 42 | Test Login Passed.
2025-08-27 17:50:34,173 | INFO | TestLogin | test_login | 44 | Captured Screenshot.
2025-08-27 17:50:35,072 | INFO | TestLogin | test_login | 48 | Clicked on Logout Button
2025-08-27 17:50:35,072 | INFO | TestLogin | test_login | 59 | ========== Test Session Finished. ==========
2025-08-27 17:50:43,734 | INFO | TestLoginDDT | test_login_ddt | 25 | ********** Test Session Started. **********
2025-08-27 17:50:43,736 | INFO | TestLoginDDT | test_login_ddt | 27 | Driver Setup Successful.
2025-08-27 17:50:43,737 | INFO | TestLoginDDT | test_login_ddt | 28 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="57bc681eb439edd5023dc83e077a74f8")>
2025-08-27 17:50:44,352 | INFO | TestLoginDDT | test_login_ddt | 30 | Number of Rows in Table: 5 including Header.
2025-08-27 17:50:44,352 | INFO | TestLoginDDT | test_login_ddt | 38 | Entered into for loop, Interation No.: 1.
2025-08-27 17:50:46,057 | INFO | TestLoginDDT | test_login_ddt | 44 | Clicked on Login Button.
2025-08-27 17:50:46,897 | INFO | TestLoginDDT | test_login_ddt | 46 | Entered Email Address: david_shearing@yahoomail.com.
2025-08-27 17:50:47,295 | INFO | TestLoginDDT | test_login_ddt | 48 | Entered Password: $lA6(3Bg1#vI!uzFE.
2025-08-27 17:50:48,771 | INFO | TestLoginDDT | test_login_ddt | 50 | Clicked on Login Button.
2025-08-27 17:50:48,772 | INFO | TestLoginDDT | test_login_ddt | 53 | Entered into If Block.
2025-08-27 17:50:48,877 | INFO | TestLoginDDT | test_login_ddt | 55 | Entered into Nested If Block within If Block.
2025-08-27 17:50:48,877 | INFO | TestLoginDDT | test_login_ddt | 57 | Appended data to Status List.
2025-08-27 17:50:49,069 | INFO | TestLoginDDT | test_login_ddt | 59 | Clicked on Logout DropDown Button.
2025-08-27 17:50:50,040 | INFO | TestLoginDDT | test_login_ddt | 61 | Clicked on Logout Button.
2025-08-27 17:50:50,042 | INFO | TestLoginDDT | test_login_ddt | 38 | Entered into for loop, Interation No.: 2.
2025-08-27 17:50:50,642 | INFO | TestLoginDDT | test_login_ddt | 44 | Clicked on Login Button.
2025-08-27 17:50:51,131 | INFO | TestLoginDDT | test_login_ddt | 46 | Entered Email Address: david_shearing@yahoomail.com.
2025-08-27 17:50:51,492 | INFO | TestLoginDDT | test_login_ddt | 48 | Entered Password: $lA6(3g1#vI!uzFE.
2025-08-27 17:50:52,240 | INFO | TestLoginDDT | test_login_ddt | 50 | Clicked on Login Button.
2025-08-27 17:50:52,240 | INFO | TestLoginDDT | test_login_ddt | 69 | Entered into Elif Block.
2025-08-27 17:51:02,312 | INFO | TestLoginDDT | test_login_ddt | 80 | Entered into Else Block.
2025-08-27 17:51:02,312 | INFO | TestLoginDDT | test_login_ddt | 82 | Appended Data to Status List.
2025-08-27 17:51:02,312 | INFO | TestLoginDDT | test_login_ddt | 38 | Entered into for loop, Interation No.: 3.
2025-08-27 17:51:02,716 | INFO | TestLoginDDT | test_login_ddt | 44 | Clicked on Login Button.
2025-08-27 17:51:02,962 | INFO | TestLoginDDT | test_login_ddt | 46 | Entered Email Address: david_shearing@gmail.com.
2025-08-27 17:51:03,140 | INFO | TestLoginDDT | test_login_ddt | 48 | Entered Password: $lA6(3Bg1#vI!uzFE.
2025-08-27 17:51:03,602 | INFO | TestLoginDDT | test_login_ddt | 50 | Clicked on Login Button.
2025-08-27 17:51:03,602 | INFO | TestLoginDDT | test_login_ddt | 69 | Entered into Elif Block.
2025-08-27 17:51:13,701 | INFO | TestLoginDDT | test_login_ddt | 80 | Entered into Else Block.
2025-08-27 17:51:13,701 | INFO | TestLoginDDT | test_login_ddt | 82 | Appended Data to Status List.
2025-08-27 17:51:13,701 | INFO | TestLoginDDT | test_login_ddt | 38 | Entered into for loop, Interation No.: 4.
2025-08-27 17:51:14,255 | INFO | TestLoginDDT | test_login_ddt | 44 | Clicked on Login Button.
2025-08-27 17:51:14,799 | INFO | TestLoginDDT | test_login_ddt | 46 | Entered Email Address: david_shearing@credence.in.
2025-08-27 17:51:15,211 | INFO | TestLoginDDT | test_login_ddt | 48 | Entered Password: $lA6(3g1#vI!uzFE.
2025-08-27 17:51:15,668 | INFO | TestLoginDDT | test_login_ddt | 50 | Clicked on Login Button.
2025-08-27 17:51:15,668 | INFO | TestLoginDDT | test_login_ddt | 69 | Entered into Elif Block.
2025-08-27 17:51:25,806 | INFO | TestLoginDDT | test_login_ddt | 80 | Entered into Else Block.
2025-08-27 17:51:25,806 | INFO | TestLoginDDT | test_login_ddt | 82 | Appended Data to Status List.
2025-08-27 17:51:25,806 | INFO | TestLoginDDT | test_login_ddt | 85 | Entered into If Block for Assertion.
2025-08-27 17:51:25,806 | INFO | TestLoginDDT | test_login_ddt | 86 | If Fail not in Status List Testcase Passed.
2025-08-27 17:51:25,806 | INFO | TestLoginDDT | test_login_ddt | 87 | Status List: ['Pass', 'Pass', 'Pass', 'Pass']
2025-08-27 17:51:25,806 | INFO | TestLoginDDT | test_login_ddt | 88 | Test "Test_Login_DDT" Passed.
2025-08-27 17:51:25,806 | INFO | TestLoginDDT | test_login_ddt | 97 | ========== Test Session Finished. ==========
2025-08-27 17:51:33,650 | INFO | TestLoginParam | test_login_param | 22 | ********** Test Session Started. **********
2025-08-27 17:51:33,650 | INFO | TestLoginParam | test_login_param | 24 | Driver Setup Successful.
2025-08-27 17:51:33,650 | INFO | TestLoginParam | test_login_param | 25 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="a95d681ad48a1253660fc19076a1b20f")>
2025-08-27 17:51:35,163 | INFO | TestLoginParam | test_login_param | 30 | Clicked on login button.
2025-08-27 17:51:35,847 | INFO | TestLoginParam | test_login_param | 32 | Inserted data into Email textbox. --> david_shearing@yahoomail.com
2025-08-27 17:51:36,311 | INFO | TestLoginParam | test_login_param | 34 | Inserted data into first name textbox. --> $lA6(3Bg1#vI!uzFE
2025-08-27 17:51:37,180 | INFO | TestLoginParam | test_login_param | 36 | Clicked on login button.
2025-08-27 17:51:37,181 | INFO | TestLoginParam | test_login_param | 39 | Entered into if Block
2025-08-27 17:51:37,265 | INFO | TestLoginParam | test_login_param | 41 | Entered into Nested if Block
2025-08-27 17:51:37,265 | INFO | TestLoginParam | test_login_param | 43 | Appended data to Status List.
2025-08-27 17:51:37,476 | INFO | TestLoginParam | test_login_param | 45 | Clicked on log out dropdown button.
2025-08-27 17:51:37,968 | INFO | TestLoginParam | test_login_param | 47 | Clicked on log out button
2025-08-27 17:51:37,969 | INFO | TestLoginParam | test_login_param | 69 | Entered into If Block for Assertion.
2025-08-27 17:51:37,969 | INFO | TestLoginParam | test_login_param | 70 | If Fail not in Status List Testcase Passed.
2025-08-27 17:51:37,969 | INFO | TestLoginParam | test_login_param | 71 | Status List: ['Pass']
2025-08-27 17:51:37,970 | INFO | TestLoginParam | test_login_param | 72 | Test "Test_Login_DDT" Passed.
2025-08-27 17:51:37,970 | INFO | TestLoginParam | test_login_param | 81 | ========== Test Session Finished. ==========
2025-08-27 17:51:46,146 | INFO | TestLoginParam | test_login_param | 22 | ********** Test Session Started. **********
2025-08-27 17:51:46,147 | INFO | TestLoginParam | test_login_param | 24 | Driver Setup Successful.
2025-08-27 17:51:46,147 | INFO | TestLoginParam | test_login_param | 25 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="a6f7375d77d394f27d6be9972bf387d4")>
2025-08-27 17:51:46,803 | INFO | TestLoginParam | test_login_param | 30 | Clicked on login button.
2025-08-27 17:51:47,069 | INFO | TestLoginParam | test_login_param | 32 | Inserted data into Email textbox. --> david_shearing@yahoomail.com
2025-08-27 17:51:47,385 | INFO | TestLoginParam | test_login_param | 34 | Inserted data into first name textbox. --> $lA6(3g1#vI!uzFE
2025-08-27 17:51:47,961 | INFO | TestLoginParam | test_login_param | 36 | Clicked on login button.
2025-08-27 17:51:47,961 | INFO | TestLoginParam | test_login_param | 54 | Entered into Elif Block.
2025-08-27 17:51:58,026 | INFO | TestLoginParam | test_login_param | 64 | Entered into Else Block.
2025-08-27 17:51:58,026 | INFO | TestLoginParam | test_login_param | 66 | Appended Data to Status List.
2025-08-27 17:51:58,026 | INFO | TestLoginParam | test_login_param | 69 | Entered into If Block for Assertion.
2025-08-27 17:51:58,026 | INFO | TestLoginParam | test_login_param | 70 | If Fail not in Status List Testcase Passed.
2025-08-27 17:51:58,026 | INFO | TestLoginParam | test_login_param | 71 | Status List: ['Pass']
2025-08-27 17:51:58,026 | INFO | TestLoginParam | test_login_param | 72 | Test "Test_Login_DDT" Passed.
2025-08-27 17:51:58,026 | INFO | TestLoginParam | test_login_param | 81 | ========== Test Session Finished. ==========
2025-08-27 17:52:05,604 | INFO | TestLoginParam | test_login_param | 22 | ********** Test Session Started. **********
2025-08-27 17:52:05,605 | INFO | TestLoginParam | test_login_param | 24 | Driver Setup Successful.
2025-08-27 17:52:05,605 | INFO | TestLoginParam | test_login_param | 25 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="5d53f60e2736cc9c3dda3f840034dc5d")>
2025-08-27 17:52:07,823 | INFO | TestLoginParam | test_login_param | 30 | Clicked on login button.
2025-08-27 17:52:08,413 | INFO | TestLoginParam | test_login_param | 32 | Inserted data into Email textbox. --> david_shearing@gmail.com
2025-08-27 17:52:08,613 | INFO | TestLoginParam | test_login_param | 34 | Inserted data into first name textbox. --> $lA6(3Bg1#vI!uzFE
2025-08-27 17:52:09,109 | INFO | TestLoginParam | test_login_param | 36 | Clicked on login button.
2025-08-27 17:52:09,116 | INFO | TestLoginParam | test_login_param | 54 | Entered into Elif Block.
2025-08-27 17:52:19,179 | INFO | TestLoginParam | test_login_param | 64 | Entered into Else Block.
2025-08-27 17:52:19,179 | INFO | TestLoginParam | test_login_param | 66 | Appended Data to Status List.
2025-08-27 17:52:19,180 | INFO | TestLoginParam | test_login_param | 69 | Entered into If Block for Assertion.
2025-08-27 17:52:19,180 | INFO | TestLoginParam | test_login_param | 70 | If Fail not in Status List Testcase Passed.
2025-08-27 17:52:19,181 | INFO | TestLoginParam | test_login_param | 71 | Status List: ['Pass']
2025-08-27 17:52:19,181 | INFO | TestLoginParam | test_login_param | 72 | Test "Test_Login_DDT" Passed.
2025-08-27 17:52:19,181 | INFO | TestLoginParam | test_login_param | 81 | ========== Test Session Finished. ==========
2025-08-27 17:52:27,767 | INFO | TestLoginParam | test_login_param | 22 | ********** Test Session Started. **********
2025-08-27 17:52:27,767 | INFO | TestLoginParam | test_login_param | 24 | Driver Setup Successful.
2025-08-27 17:52:27,767 | INFO | TestLoginParam | test_login_param | 25 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="13ca3df3faaf32d6b1f99ce185348903")>
2025-08-27 17:52:28,359 | INFO | TestLoginParam | test_login_param | 30 | Clicked on login button.
2025-08-27 17:52:28,711 | INFO | TestLoginParam | test_login_param | 32 | Inserted data into Email textbox. --> david_shearing@credence.in
2025-08-27 17:52:29,307 | INFO | TestLoginParam | test_login_param | 34 | Inserted data into first name textbox. --> $lA6(3g1#vI!uzFE
2025-08-27 17:52:29,820 | INFO | TestLoginParam | test_login_param | 36 | Clicked on login button.
2025-08-27 17:52:29,820 | INFO | TestLoginParam | test_login_param | 54 | Entered into Elif Block.
2025-08-27 17:52:39,887 | INFO | TestLoginParam | test_login_param | 64 | Entered into Else Block.
2025-08-27 17:52:39,887 | INFO | TestLoginParam | test_login_param | 66 | Appended Data to Status List.
2025-08-27 17:52:39,887 | INFO | TestLoginParam | test_login_param | 69 | Entered into If Block for Assertion.
2025-08-27 17:52:39,887 | INFO | TestLoginParam | test_login_param | 70 | If Fail not in Status List Testcase Passed.
2025-08-27 17:52:39,887 | INFO | TestLoginParam | test_login_param | 71 | Status List: ['Pass']
2025-08-27 17:52:39,887 | INFO | TestLoginParam | test_login_param | 72 | Test "Test_Login_DDT" Passed.
2025-08-27 17:52:39,887 | INFO | TestLoginParam | test_login_param | 81 | ========== Test Session Finished. ==========
2025-08-27 17:52:47,952 | INFO | TestRegister | test_register | 24 | ********** Test Session Started. **********
2025-08-27 17:52:47,953 | INFO | TestRegister | test_register | 26 | Driver Setup Successful.
2025-08-27 17:52:47,954 | INFO | TestRegister | test_register | 28 | Test Run on Driver --> <selenium.webdriver.chrome.webdriver.WebDriver (session="05596ec5264739992e5ed37b4823b888")>
2025-08-27 17:52:49,334 | INFO | TestRegister | test_register | 30 | Clicked on Register Button Link and navigate to Register Page.
2025-08-27 17:52:49,525 | INFO | TestRegister | test_register | 32 | Entered Name in Name Text Box. --> Harry Quinones
2025-08-27 17:52:50,116 | INFO | TestRegister | test_register | 34 | Entered Email in Email Text Box. --> harry_quinones@rediffmail.com
2025-08-27 17:52:50,391 | INFO | TestRegister | test_register | 36 | Entered Password in Password Text Box. --> l%I5rPSyG*7$Y&18
2025-08-27 17:52:50,600 | INFO | TestRegister | test_register | 38 | Entered Password in Confirm Password Text Box. l%I5rPSyG*7$Y&18
2025-08-27 17:52:51,326 | INFO | TestRegister | test_register | 40 | Clicked on Register Button.
2025-08-27 17:52:51,437 | INFO | TestRegister | test_register | 43 | Entered info If block.
2025-08-27 17:52:51,473 | INFO | TestRegister | test_register | 44 | Harry Quinones == Harry Quinones
2025-08-27 17:52:51,473 | INFO | TestRegister | test_register | 45 | User Registration Successful.
